"year","DVRPC - All","DVRPC - State","DVRPC - Local","DVRPC - Other","Pennsylvania All Counties - All","Pennsylvania All Counties - State","Pennsylvania All Counties - Local","Pennsylvania All Counties - Other","New Jersey Suburbs - All","New Jersey Suburbs - State","New Jersey Suburbs - Local","New Jersey Suburbs - Other","Pennsylvania Suburbs - All","Pennsylvania Suburbs - State","Pennsylvania Suburbs - Local","Pennsylvania Suburbs - Other","Bucks - All","Bucks - State","Bucks - Local","Bucks - Other","Burlington - All","Burlington - State","Burlington - Local","Burlington - Other","Camden - All","Camden - State","Camden - Local","Camden - Other","Chester - All","Chester - State","Chester - Local","Chester - Other","Delaware - All","Delaware - State","Delaware - Local","Delaware - Other","Gloucester - All","Gloucester - State","Gloucester - Local","Gloucester - Other","Mercer - All","Mercer - State","Mercer - Local","Mercer - Other","Montgomery - All","Montgomery - State","Montgomery - Local","Montgomery - Other","Philadelphia - All","Philadelphia - State","Philadelphia - Local","Philadelphia - Other"
2010,0.135,0.147,0.300,0.083,0.182,0.189,0.400,0.142,0.059,0.072,0.200,0.009,0.153,0.153,0.500,0.143,0.208,0.218,0,0.171,0.038,0.045,0,0.026,0.096,0.130,0,0,0.127,0.120,0.333,0.136,0.096,0.096,0,0,0.024,0.031,0,0,0.058,0.062,0.250,0,0.163,0.171,1.000,0.132,0.292,0.310,0,0.133
2011,0.129,0.135,0.273,0.095,0.172,0.172,0.400,0.164,0.056,0.069,0.167,0.009,0.155,0.151,0.500,0.160,0.214,0.217,0,0.206,0.048,0.061,0,0.026,0.088,0.120,0,0,0.106,0.094,0.333,0.136,0.130,0.123,0,1.000,0.024,0.031,0,0,0.052,0.054,0.250,0,0.157,0.163,1.000,0.132,0.241,0.247,0,0.200
2012,0.121,0.131,0.333,0.075,0.161,0.166,0.400,0.129,0.056,0.069,0.250,0.009,0.144,0.144,0.500,0.134,0.208,0.208,0,0.206,0.048,0.061,0,0.026,0.080,0.110,0,0,0.111,0.102,0.333,0.130,0.130,0.123,0,1.000,0.037,0.047,0,0,0.051,0.053,0.333,0,0.128,0.142,1.000,0.087,0.225,0.240,0,0.077
2013,0.133,0.131,0.324,0.088,0.161,0.150,0.404,0.138,0.075,0.088,0.136,0.018,0.150,0.128,0.594,0.146,0.171,0.161,0,0.216,0.055,0.057,0.200,0.029,0.088,0.117,0,0.029,0.101,0.100,0.333,0.080,0.120,0.094,1.000,1.000,0.054,0.072,0,0,0.088,0.090,0.400,0,0.174,0.142,0.593,0.110,0.198,0.216,0.100,0.067
2014,0.120,0.118,0.295,0.080,0.140,0.129,0.368,0.133,0.071,0.090,0.095,0.008,0.136,0.117,0.586,0.139,0.165,0.161,0,0.186,0.061,0.072,0.167,0.025,0.082,0.115,0,0,0.092,0.094,0,0.080,0.094,0.073,1.000,0.500,0.054,0.071,0,0,0.079,0.090,0.250,0,0.160,0.128,0.577,0.114,0.151,0.156,0.143,0.067
2015,0.108,0.110,0.270,0.062,0.128,0.119,0.327,0.117,0.063,0.085,0.105,0.006,0.128,0.115,0.519,0.122,0.151,0.154,0,0.140,0.039,0.057,0.200,0,0.081,0.104,0,0.029,0.087,0.096,0,0.040,0.100,0.079,1.000,0.500,0.055,0.072,0,0,0.070,0.090,0.333,0,0.148,0.121,0.500,0.120,0.128,0.130,0.143,0.067
2016,0.107,0.108,0.303,0.062,0.125,0.116,0.348,0.119,0.068,0.087,0.200,0.006,0.125,0.110,0.538,0.124,0.146,0.143,0,0.163,0.053,0.085,0.200,0,0.078,0.093,0.111,0.028,0.075,0.081,0,0.040,0.088,0.073,1.000,0.250,0.044,0.058,0,0,0.080,0.097,0.667,0,0.155,0.129,0.522,0.123,0.126,0.130,0.100,0.067
2017,0.096,0.098,0.288,0.050,0.110,0.103,0.326,0.094,0.066,0.084,0.200,0.006,0.110,0.098,0.500,0.097,0.129,0.131,0,0.122,0.053,0.085,0.200,0,0.079,0.093,0.111,0.029,0.063,0.068,0,0.040,0.088,0.073,1.000,0.250,0.043,0.058,0,0,0.074,0.089,0.667,0,0.132,0.109,0.478,0.095,0.111,0.114,0.100,0.067
2018,0.090,0.094,0.232,0.045,0.101,0.097,0.261,0.082,0.066,0.085,0.174,0.006,0.102,0.094,0.423,0.086,0.125,0.126,0,0.125,0.061,0.099,0.200,0,0.081,0.097,0.091,0.029,0.074,0.083,0,0.034,0.082,0.073,1.000,0.200,0.043,0.058,0,0,0.070,0.083,0.500,0,0.112,0.092,0.435,0.077,0.098,0.104,0.050,0.053
2019,0.080,0.089,0.158,0.032,0.090,0.093,0.147,0.064,0.059,0.078,0.174,0,0.086,0.085,0.294,0.064,0.119,0.117,0,0.125,0.061,0.099,0.200,0,0.067,0.087,0.091,0,0.061,0.075,0,0,0.083,0.074,1.000,0.200,0.044,0.059,0,0,0.058,0.069,0.500,0,0.077,0.074,0.250,0.049,0.101,0.109,0,0.059
2020,0.078,0.088,0.121,0.026,0.090,0.096,0.114,0.053,0.052,0.069,0.130,0,0.087,0.091,0.235,0.052,0.138,0.145,0,0.105,0.067,0.111,0.200,0,0.053,0.077,0,0,0.061,0.075,0,0,0.065,0.067,0,0,0.033,0.044,0,0,0.048,0.055,0.500,0,0.077,0.075,0.250,0.049,0.098,0.106,0,0.059
2021,0.075,0.084,0.121,0.027,0.088,0.092,0.114,0.054,0.048,0.064,0.130,0,0.081,0.084,0.235,0.047,0.135,0.135,0,0.135,0.067,0.110,0.200,0,0.053,0.076,0,0,0.067,0.082,0,0,0.053,0.055,0,0,0.033,0.044,0,0,0.039,0.041,0.500,0,0.066,0.066,0.250,0.026,0.106,0.111,0,0.118
2022,0.065,0.072,0.119,0.026,0.073,0.075,0.114,0.053,0.049,0.066,0.125,0,0.069,0.070,0.235,0.046,0.114,0.112,0,0.125,0.079,0.137,0.167,0,0.039,0.057,0,0,0.056,0.068,0,0,0.047,0.049,0,0,0.044,0.059,0,0,0.039,0.041,0.500,0,0.056,0.053,0.250,0.025,0.084,0.087,0,0.118
2023,0.066,0.074,0.102,0.026,0.073,0.076,0.114,0.051,0.049,0.069,0.083,0,0.075,0.079,0.176,0.045,0.123,0.123,0,0.122,0.072,0.139,0,0,0.046,0.066,0,0,0.063,0.076,0,0,0.070,0.073,0,0,0.044,0.059,0,0,0.039,0.041,0.500,0,0.052,0.052,0.188,0.025,0.068,0.067,0.056,0.095
2024,0.067,0.076,0.102,0.027,0.074,0.076,0.114,0.053,0.053,0.074,0.083,0,0.077,0.081,0.176,0.046,0.110,0.106,0,0.128,0.088,0.167,0,0,0.046,0.066,0,0,0.063,0.076,0,0,0.070,0.073,0,0,0.033,0.044,0,0,0.044,0.048,0.500,0,0.065,0.070,0.188,0.025,0.067,0.065,0.056,0.118
